name,index,slug,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,Date
Avery Bradley,1863,bradlav01,LOS ANGELES CLIPPERS,HOME,DETROIT PISTONS,LOSS,1323,1,3,1,1,0,0,0,0,2,0,0,0,1,2.3,2019-01-12
Avery Bradley,2112,bradlav01,LOS ANGELES CLIPPERS,HOME,NEW ORLEANS PELICANS,LOSS,1796,3,9,3,8,0,0,0,2,5,0,0,2,1,5.6,2019-01-14
Avery Bradley,2388,bradlav01,LOS ANGELES CLIPPERS,HOME,UTAH JAZZ,LOSS,1496,6,10,3,4,0,0,1,2,1,0,0,2,3,9.2,2019-01-16
Avery Bradley,2764,bradlav01,LOS ANGELES CLIPPERS,HOME,GOLDEN STATE WARRIORS,LOSS,1981,3,13,0,4,0,0,3,1,0,0,0,2,5,-3.5,2019-01-18
Avery Bradley,3005,bradlav01,LOS ANGELES CLIPPERS,AWAY,SAN ANTONIO SPURS,WIN,2479,6,15,3,6,0,0,0,5,4,1,0,2,2,9.4,2019-01-20
Avery Bradley,3309,bradlav01,LOS ANGELES CLIPPERS,AWAY,DALLAS MAVERICKS,LOSS,2310,5,11,3,6,2,2,2,3,3,0,0,1,2,11.9,2019-01-22
Avery Bradley,3455,bradlav01,LOS ANGELES CLIPPERS,AWAY,MIAMI HEAT,WIN,2084,5,11,2,6,0,0,2,0,3,1,0,1,2,9.0,2019-01-23
Avery Bradley,3764,bradlav01,LOS ANGELES CLIPPERS,AWAY,CHICAGO BULLS,WIN,2118,5,12,1,2,0,0,1,4,2,1,0,2,2,6.1,2019-01-25
Avery Bradley,4026,bradlav01,LOS ANGELES CLIPPERS,HOME,SACRAMENTO KINGS,WIN,2192,4,8,2,3,2,2,1,5,6,1,0,2,4,11.8,2019-01-27
Avery Bradley,4222,bradlav01,LOS ANGELES CLIPPERS,HOME,ATLANTA HAWKS,LOSS,1768,4,10,4,8,0,0,1,1,0,0,0,1,5,4.6,2019-01-28
Avery Bradley,4632,bradlav01,LOS ANGELES CLIPPERS,HOME,LOS ANGELES LAKERS,LOSS,2124,5,15,2,9,1,2,2,6,1,2,1,1,1,9.3,2019-01-31
Avery Bradley,4969,bradlav01,LOS ANGELES CLIPPERS,AWAY,DETROIT PISTONS,WIN,1526,2,7,2,4,0,0,1,0,2,0,0,0,0,4.0,2019-02-02
Avery Bradley,5126,bradlav01,LOS ANGELES CLIPPERS,AWAY,TORONTO RAPTORS,LOSS,1295,2,6,0,3,0,0,0,2,0,0,0,0,2,0.4,2019-02-03
Avery Bradley,5383,bradlav01,LOS ANGELES CLIPPERS,AWAY,CHARLOTTE HORNETS,WIN,2396,2,5,1,2,1,2,0,2,1,0,1,1,3,2.7,2019-02-05
Avery Bradley,6031,bradlav01,MEMPHIS GRIZZLIES,HOME,NEW ORLEANS PELICANS,WIN,1486,3,10,2,4,0,0,0,1,2,1,0,3,3,0.7,2019-02-09
Avery Bradley,6366,bradlav01,MEMPHIS GRIZZLIES,HOME,SAN ANTONIO SPURS,LOSS,2274,15,21,3,5,0,0,0,6,6,1,0,2,1,28.9,2019-02-12
Avery Bradley,6534,bradlav01,MEMPHIS GRIZZLIES,AWAY,CHICAGO BULLS,LOSS,1719,7,12,1,2,0,0,0,1,5,1,0,2,1,11.8,2019-02-13
Avery Bradley,6959,bradlav01,MEMPHIS GRIZZLIES,HOME,LOS ANGELES CLIPPERS,LOSS,1964,7,14,1,3,2,2,1,2,1,2,0,2,5,10.0,2019-02-22
Avery Bradley,7306,bradlav01,MEMPHIS GRIZZLIES,AWAY,CLEVELAND CAVALIERS,LOSS,1134,1,5,0,2,2,3,0,1,2,0,0,2,4,-1.4,2019-02-23
Avery Bradley,7477,bradlav01,MEMPHIS GRIZZLIES,HOME,LOS ANGELES LAKERS,WIN,2020,5,14,3,8,2,2,1,5,3,1,0,2,3,9.3,2019-02-25
Avery Bradley,7700,bradlav01,MEMPHIS GRIZZLIES,HOME,CHICAGO BULLS,LOSS,2258,7,18,3,7,6,6,3,4,7,1,0,1,1,21.0,2019-02-27
Avery Bradley,8218,bradlav01,MEMPHIS GRIZZLIES,AWAY,DALLAS MAVERICKS,WIN,1923,5,12,3,6,2,2,1,4,5,0,0,0,3,12.8,2019-03-02
Avery Bradley,8375,bradlav01,MEMPHIS GRIZZLIES,AWAY,OKLAHOMA CITY THUNDER,LOSS,2128,11,19,2,6,3,3,0,5,7,2,0,3,3,22.3,2019-03-03
Avery Bradley,8727,bradlav01,MEMPHIS GRIZZLIES,HOME,PORTLAND TRAIL BLAZERS,WIN,2058,5,14,3,8,1,2,0,3,3,2,0,2,3,7.6,2019-03-05
Avery Bradley,9164,bradlav01,MEMPHIS GRIZZLIES,HOME,UTAH JAZZ,WIN,2148,2,7,1,1,2,2,0,1,6,1,0,3,1,5.0,2019-03-08
Avery Bradley,9398,bradlav01,MEMPHIS GRIZZLIES,HOME,ORLANDO MAGIC,WIN,2244,8,17,3,8,2,2,0,2,3,2,0,2,1,14.6,2019-03-10
Avery Bradley,9967,bradlav01,MEMPHIS GRIZZLIES,AWAY,ATLANTA HAWKS,LOSS,1155,2,8,0,4,1,1,1,0,1,0,0,2,2,-1.2,2019-03-13
Avery Bradley,10306,bradlav01,MEMPHIS GRIZZLIES,AWAY,WASHINGTON WIZARDS,LOSS,2022,9,17,3,9,0,0,1,1,5,0,0,2,3,14.0,2019-03-16
B.J. Johnson,8433,johnsbj01,ATLANTA HAWKS,AWAY,CHICAGO BULLS,WIN,1134,4,4,3,3,0,0,0,2,0,1,0,1,0,10.4,2019-03-03
B.J. Johnson,8612,johnsbj01,ATLANTA HAWKS,AWAY,MIAMI HEAT,LOSS,818,3,7,0,1,0,0,2,3,0,1,0,0,0,5.6,2019-03-04
B.J. Johnson,8977,johnsbj01,ATLANTA HAWKS,HOME,SAN ANTONIO SPURS,LOSS,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-03-06
B.J. Johnson,9367,johnsbj01,ATLANTA HAWKS,HOME,BROOKLYN NETS,LOSS,339,0,2,0,2,0,0,0,1,0,0,0,1,3,-3.3,2019-03-09
B.J. Johnson,9951,johnsbj01,ATLANTA HAWKS,HOME,MEMPHIS GRIZZLIES,WIN,219,0,2,0,0,2,2,0,0,0,0,0,0,0,0.6,2019-03-13
B.J. Johnson,10885,johnsbj01,ATLANTA HAWKS,HOME,HOUSTON ROCKETS,LOSS,45,1,1,0,0,0,0,0,0,0,0,0,0,0,1.7,2019-03-19
Bam Adebayo,180,adebaba01,MIAMI HEAT,AWAY,CLEVELAND CAVALIERS,WIN,1474,4,5,0,1,0,0,0,5,5,1,0,3,3,7.9,2019-01-02
Bam Adebayo,411,adebaba01,MIAMI HEAT,HOME,WASHINGTON WIZARDS,WIN,1108,4,7,0,0,3,4,3,4,5,1,1,1,3,13.6,2019-01-04
Bam Adebayo,767,adebaba01,MIAMI HEAT,AWAY,ATLANTA HAWKS,LOSS,1613,5,9,0,0,2,2,4,2,2,2,2,1,3,13.7,2019-01-06
Bam Adebayo,1112,adebaba01,MIAMI HEAT,HOME,DENVER NUGGETS,LOSS,1449,6,7,0,0,1,2,1,3,1,1,0,0,0,13.4,2019-01-08
Bam Adebayo,1470,adebaba01,MIAMI HEAT,HOME,BOSTON CELTICS,WIN,1601,3,5,0,0,2,2,1,6,5,2,2,0,1,14.7,2019-01-10
Bam Adebayo,1787,adebaba01,MIAMI HEAT,HOME,MEMPHIS GRIZZLIES,WIN,2278,3,6,0,0,5,7,4,6,2,2,1,3,1,12.5,2019-01-12
Bam Adebayo,2301,adebaba01,MIAMI HEAT,AWAY,MILWAUKEE BUCKS,LOSS,1400,0,6,0,2,2,2,2,3,2,0,0,2,2,-1.3,2019-01-15
Bam Adebayo,2675,adebaba01,MIAMI HEAT,AWAY,DETROIT PISTONS,LOSS,1585,4,4,0,0,1,1,1,5,1,0,1,2,2,8.6,2019-01-18
Bam Adebayo,2892,adebaba01,MIAMI HEAT,AWAY,CHICAGO BULLS,WIN,1361,2,3,0,0,1,2,0,1,3,1,2,2,1,5.7,2019-01-19
Bam Adebayo,3104,adebaba01,MIAMI HEAT,AWAY,BOSTON CELTICS,LOSS,1662,4,6,0,0,5,6,1,6,2,1,2,3,3,12.1,2019-01-21
Bam Adebayo,3482,adebaba01,MIAMI HEAT,HOME,LOS ANGELES CLIPPERS,LOSS,932,4,5,0,0,0,0,3,4,0,0,0,1,5,6.4,2019-01-23
Bam Adebayo,3735,adebaba01,MIAMI HEAT,AWAY,CLEVELAND CAVALIERS,WIN,1538,2,4,0,0,4,6,3,5,1,2,0,2,3,8.3,2019-01-25
Bam Adebayo,4063,adebaba01,MIAMI HEAT,AWAY,NEW YORK KNICKS,WIN,1135,3,7,0,1,3,3,2,4,1,1,0,1,1,8.2,2019-01-27
Bam Adebayo,4468,adebaba01,MIAMI HEAT,HOME,CHICAGO BULLS,LOSS,1969,5,7,0,0,3,5,1,6,2,0,0,4,2,8.4,2019-01-30
Bam Adebayo,4738,adebaba01,MIAMI HEAT,HOME,OKLAHOMA CITY THUNDER,LOSS,1491,4,5,0,0,2,3,2,7,2,0,0,0,2,11.8,2019-02-01
Bam Adebayo,4992,adebaba01,MIAMI HEAT,HOME,INDIANA PACERS,LOSS,1004,1,2,0,0,3,4,0,4,0,1,0,1,5,2.8,2019-02-02
Bam Adebayo,5343,adebaba01,MIAMI HEAT,AWAY,PORTLAND TRAIL BLAZERS,WIN,1079,2,3,0,0,1,2,1,3,0,1,0,0,0,5.9,2019-02-05
Bam Adebayo,5853,adebaba01,MIAMI HEAT,AWAY,SACRAMENTO KINGS,LOSS,1182,1,3,0,0,0,3,2,4,1,1,0,2,4,-0.2,2019-02-08
Bam Adebayo,6102,adebaba01,MIAMI HEAT,AWAY,GOLDEN STATE WARRIORS,LOSS,1513,4,6,0,0,0,0,4,7,3,1,2,2,4,11.2,2019-02-10
Bam Adebayo,6318,adebaba01,MIAMI HEAT,AWAY,DENVER NUGGETS,LOSS,1120,1,4,0,0,0,0,1,4,1,1,0,1,1,1.8,2019-02-11
Bam Adebayo,6545,adebaba01,MIAMI HEAT,AWAY,DALLAS MAVERICKS,WIN,1558,3,4,0,0,4,4,3,3,3,1,0,4,0,10.5,2019-02-13
Bam Adebayo,6831,adebaba01,MIAMI HEAT,AWAY,PHILADELPHIA 76ERS,LOSS,1013,3,4,0,0,0,0,0,2,2,2,0,0,4,6.8,2019-02-21
Bam Adebayo,7264,adebaba01,MIAMI HEAT,HOME,DETROIT PISTONS,LOSS,840,1,2,0,0,2,2,0,3,2,0,0,2,3,2.1,2019-02-23
Bam Adebayo,7421,adebaba01,MIAMI HEAT,HOME,PHOENIX SUNS,LOSS,1280,4,7,0,0,6,7,3,6,1,2,1,0,1,17.2,2019-02-25
Bam Adebayo,7754,adebaba01,MIAMI HEAT,HOME,GOLDEN STATE WARRIORS,WIN,1913,3,5,0,0,5,9,0,10,4,0,2,1,3,12.1,2019-02-27
Bam Adebayo,7950,adebaba01,MIAMI HEAT,AWAY,HOUSTON ROCKETS,LOSS,1746,3,6,0,0,4,4,2,1,5,1,2,1,4,12.0,2019-02-28
Bam Adebayo,8207,adebaba01,MIAMI HEAT,HOME,BROOKLYN NETS,WIN,1692,3,8,0,0,3,4,4,12,6,0,2,0,3,15.0,2019-03-02
Bam Adebayo,8607,adebaba01,MIAMI HEAT,HOME,ATLANTA HAWKS,WIN,1210,3,6,0,1,3,3,1,5,3,0,0,2,5,6.3,2019-03-04
Bam Adebayo,8894,adebaba01,MIAMI HEAT,AWAY,CHARLOTTE HORNETS,WIN,1523,5,6,0,0,0,0,1,4,0,2,2,5,2,7.3,2019-03-06
Bam Adebayo,9067,adebaba01,MIAMI HEAT,HOME,CLEVELAND CAVALIERS,WIN,1487,7,8,0,0,3,4,3,4,2,0,1,1,1,17.8,2019-03-08
Bam Adebayo,9378,adebaba01,MIAMI HEAT,HOME,TORONTO RAPTORS,LOSS,1648,8,11,0,0,3,3,3,3,5,2,0,1,2,21.2,2019-03-10
Bam Adebayo,9886,adebaba01,MIAMI HEAT,HOME,DETROIT PISTONS,WIN,1017,3,3,0,0,4,4,1,4,1,0,0,1,4,9.1,2019-03-13
Bam Adebayo,10165,adebaba01,MIAMI HEAT,HOME,MILWAUKEE BUCKS,LOSS,1761,4,8,0,0,2,3,2,9,5,1,1,3,3,10.7,2019-03-15
Bam Adebayo,10462,adebaba01,MIAMI HEAT,HOME,CHARLOTTE HORNETS,WIN,1850,7,10,0,0,2,4,2,7,1,2,1,2,3,14.7,2019-03-17
Bam Adebayo,10700,adebaba01,MIAMI HEAT,AWAY,OKLAHOMA CITY THUNDER,WIN,1781,4,9,0,0,0,0,2,5,4,2,1,4,3,6.5,2019-03-18
Bam Adebayo,10975,adebaba01,MIAMI HEAT,AWAY,SAN ANTONIO SPURS,WIN,1737,3,4,0,0,0,0,2,13,5,2,0,2,1,12.8,2019-03-20
Bam Adebayo,11272,adebaba01,MIAMI HEAT,AWAY,MILWAUKEE BUCKS,LOSS,1090,5,10,0,0,2,4,2,5,2,1,0,0,1,11.1,2019-03-22
Bam Adebayo,11392,adebaba01,MIAMI HEAT,AWAY,WASHINGTON WIZARDS,WIN,2105,6,11,0,1,4,4,1,10,8,0,4,5,1,17.4,2019-03-23
Bam Adebayo,11879,adebaba01,MIAMI HEAT,HOME,ORLANDO MAGIC,LOSS,1821,4,9,0,0,1,2,3,8,3,2,0,1,3,10.3,2019-03-26
Bam Adebayo,12159,adebaba01,MIAMI HEAT,HOME,DALLAS MAVERICKS,WIN,1763,5,9,0,0,1,2,3,13,3,0,0,2,2,11.6,2019-03-28
Bam Adebayo,12499,adebaba01,MIAMI HEAT,AWAY,NEW YORK KNICKS,WIN,1639,4,6,0,0,0,0,1,5,2,2,0,1,2,9.2,2019-03-30
Ben McLemore,694,mclembe01,SACRAMENTO KINGS,HOME,GOLDEN STATE WARRIORS,LOSS,676,2,3,1,2,0,0,0,0,0,1,0,1,2,2.9,2019-01-05
Ben McLemore,1065,mclembe01,SACRAMENTO KINGS,HOME,ORLANDO MAGIC,WIN,370,0,3,0,2,0,0,0,1,0,1,0,0,1,-1.2,2019-01-07
Ben McLemore,1099,mclembe01,SACRAMENTO KINGS,AWAY,PHOENIX SUNS,LOSS,1096,7,10,4,6,2,3,0,3,0,1,0,1,0,16.3,2019-01-08
Ben McLemore,1538,mclembe01,SACRAMENTO KINGS,HOME,DETROIT PISTONS,WIN,216,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.4,2019-01-10
Ben McLemore,2609,mclembe01,SACRAMENTO KINGS,AWAY,CHARLOTTE HORNETS,LOSS,106,0,3,0,2,0,0,0,0,0,0,0,0,0,-2.1,2019-01-17
Ben McLemore,3325,mclembe01,SACRAMENTO KINGS,AWAY,TORONTO RAPTORS,LOSS,775,3,4,2,2,2,3,1,1,0,0,1,1,3,7.5,2019-01-22
Ben Simmons,36,simmobe01,PHILADELPHIA 76ERS,AWAY,LOS ANGELES CLIPPERS,WIN,1970,6,13,0,0,2,6,1,8,8,1,1,4,3,10.9,2019-01-01
Ben Simmons,115,simmobe01,PHILADELPHIA 76ERS,AWAY,PHOENIX SUNS,WIN,2418,7,11,0,0,15,23,0,3,7,0,1,4,3,22.2,2019-01-02
Ben Simmons,596,simmobe01,PHILADELPHIA 76ERS,HOME,DALLAS MAVERICKS,WIN,2148,9,16,0,0,2,6,3,10,11,0,0,4,2,18.8,2019-01-05
Ben Simmons,1087,simmobe01,PHILADELPHIA 76ERS,HOME,WASHINGTON WIZARDS,WIN,1664,8,15,0,0,1,2,2,3,9,3,0,2,1,18.5,2019-01-08
Ben Simmons,1302,simmobe01,PHILADELPHIA 76ERS,AWAY,WASHINGTON WIZARDS,LOSS,2087,7,15,0,0,1,4,3,7,8,2,0,7,1,10.5,2019-01-09
Ben Simmons,1544,simmobe01,PHILADELPHIA 76ERS,HOME,ATLANTA HAWKS,LOSS,2587,10,13,0,0,3,7,3,7,15,2,1,3,3,29.5,2019-01-11
Ben Simmons,1914,simmobe01,PHILADELPHIA 76ERS,AWAY,NEW YORK KNICKS,WIN,2220,10,13,0,0,0,2,5,17,9,0,0,2,4,25.4,2019-01-13
Ben Simmons,2171,simmobe01,PHILADELPHIA 76ERS,HOME,MINNESOTA TIMBERWOLVES,WIN,1581,7,10,0,0,6,7,3,8,9,1,3,3,1,25.9,2019-01-15
Ben Simmons,2542,simmobe01,PHILADELPHIA 76ERS,AWAY,INDIANA PACERS,WIN,2001,5,10,0,0,1,2,1,7,8,1,1,6,2,8.9,2019-01-17
Ben Simmons,2782,simmobe01,PHILADELPHIA 76ERS,HOME,OKLAHOMA CITY THUNDER,LOSS,2183,8,12,0,0,4,8,5,9,9,0,1,6,3,19.2,2019-01-19
Ben Simmons,3154,simmobe01,PHILADELPHIA 76ERS,HOME,HOUSTON ROCKETS,WIN,1660,3,12,0,0,3,4,1,5,6,1,2,2,2,7.4,2019-01-21
Ben Simmons,3386,simmobe01,PHILADELPHIA 76ERS,HOME,SAN ANTONIO SPURS,WIN,2123,9,14,0,0,3,4,2,8,15,1,0,3,2,25.9,2019-01-23
Ben Simmons,3895,simmobe01,PHILADELPHIA 76ERS,AWAY,DENVER NUGGETS,LOSS,2112,6,17,0,1,7,10,1,11,4,0,0,3,3,10.9,2019-01-26
Ben Simmons,4284,simmobe01,PHILADELPHIA 76ERS,AWAY,LOS ANGELES LAKERS,WIN,2200,9,18,0,0,1,1,3,5,6,3,1,2,2,18.7,2019-01-29
Ben Simmons,4586,simmobe01,PHILADELPHIA 76ERS,AWAY,GOLDEN STATE WARRIORS,WIN,2304,10,13,0,0,6,9,5,3,6,3,1,4,3,26.8,2019-01-31
Ben Simmons,4840,simmobe01,PHILADELPHIA 76ERS,AWAY,SACRAMENTO KINGS,LOSS,2517,9,14,0,0,4,6,2,6,4,1,0,3,1,18.6,2019-02-02
Ben Simmons,5294,simmobe01,PHILADELPHIA 76ERS,HOME,TORONTO RAPTORS,LOSS,2652,8,15,0,0,4,5,2,5,6,3,0,6,1,16.0,2019-02-05
Ben Simmons,5810,simmobe01,PHILADELPHIA 76ERS,HOME,DENVER NUGGETS,WIN,2029,5,10,0,1,2,3,2,2,6,0,0,9,1,3.4,2019-02-08
Ben Simmons,6130,simmobe01,PHILADELPHIA 76ERS,HOME,LOS ANGELES LAKERS,WIN,1752,3,13,0,1,2,2,0,3,7,1,1,2,2,4.8,2019-02-10
Ben Simmons,6390,simmobe01,PHILADELPHIA 76ERS,HOME,BOSTON CELTICS,LOSS,2099,7,9,0,0,2,7,1,4,5,2,0,3,1,14.5,2019-02-12
Ben Simmons,6514,simmobe01,PHILADELPHIA 76ERS,AWAY,NEW YORK KNICKS,WIN,2023,5,7,0,0,8,14,1,3,7,1,1,5,4,14.3,2019-02-13
Ben Simmons,6786,simmobe01,PHILADELPHIA 76ERS,HOME,MIAMI HEAT,WIN,2281,9,19,0,0,3,7,2,5,4,1,1,2,1,14.7,2019-02-21
Ben Simmons,7079,simmobe01,PHILADELPHIA 76ERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,2164,11,17,0,0,7,8,1,6,10,0,0,4,3,25.4,2019-02-23
Ben Simmons,7466,simmobe01,PHILADELPHIA 76ERS,AWAY,NEW ORLEANS PELICANS,WIN,2045,7,16,0,1,0,0,4,8,2,1,1,3,2,10.1,2019-02-25
Ben Simmons,7931,simmobe01,PHILADELPHIA 76ERS,AWAY,OKLAHOMA CITY THUNDER,WIN,2464,5,9,0,0,1,4,3,10,11,2,2,4,5,15.7,2019-02-28
Ben Simmons,8178,simmobe01,PHILADELPHIA 76ERS,HOME,GOLDEN STATE WARRIORS,LOSS,2444,10,15,0,0,5,6,2,13,11,3,0,9,3,23.9,2019-03-02
Ben Simmons,8688,simmobe01,PHILADELPHIA 76ERS,HOME,ORLANDO MAGIC,WIN,2421,6,15,0,0,4,5,4,9,8,2,1,2,2,18.5,2019-03-05
Ben Simmons,8822,simmobe01,PHILADELPHIA 76ERS,AWAY,CHICAGO BULLS,LOSS,2104,7,14,0,0,4,5,3,8,7,4,0,5,3,17.8,2019-03-06
Ben Simmons,9101,simmobe01,PHILADELPHIA 76ERS,AWAY,HOUSTON ROCKETS,LOSS,2011,6,15,0,0,3,3,3,6,10,2,1,7,4,11.9,2019-03-08
Ben Simmons,9411,simmobe01,PHILADELPHIA 76ERS,HOME,INDIANA PACERS,WIN,2099,6,10,0,0,3,5,0,4,6,1,0,1,5,13.0,2019-03-10
Ben Simmons,9701,simmobe01,PHILADELPHIA 76ERS,HOME,CLEVELAND CAVALIERS,WIN,2260,10,16,0,0,6,8,3,7,8,1,0,2,4,25.2,2019-03-12
Ben Simmons,10124,simmobe01,PHILADELPHIA 76ERS,HOME,SACRAMENTO KINGS,WIN,2144,8,12,0,0,2,2,1,1,5,1,0,0,2,17.5,2019-03-15
Ben Simmons,10494,simmobe01,PHILADELPHIA 76ERS,AWAY,MILWAUKEE BUCKS,WIN,2088,4,8,0,0,0,2,4,5,9,0,0,3,3,9.6,2019-03-17
Ben Simmons,10791,simmobe01,PHILADELPHIA 76ERS,AWAY,CHARLOTTE HORNETS,WIN,2309,11,12,0,0,6,10,0,8,5,1,2,1,2,28.9,2019-03-19
