name,index,slug,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,Date
Wayne Selden,8743,seldewa01,CHICAGO BULLS,AWAY,INDIANA PACERS,LOSS,1415,2,6,0,2,2,2,1,3,1,0,2,0,2,5.5,2019-03-05
Wayne Selden,8947,seldewa01,CHICAGO BULLS,HOME,PHILADELPHIA 76ERS,WIN,1388,3,9,1,4,0,0,1,2,1,0,1,1,2,2.8,2019-03-06
Wayne Selden,9171,seldewa01,CHICAGO BULLS,HOME,DETROIT PISTONS,LOSS,949,2,3,0,1,1,2,1,0,0,0,1,0,1,4.3,2019-03-08
Wayne Selden,9416,seldewa01,CHICAGO BULLS,AWAY,DETROIT PISTONS,LOSS,1675,7,14,1,1,3,3,0,4,2,0,0,1,1,12.2,2019-03-10
Wayne Selden,9784,seldewa01,CHICAGO BULLS,HOME,LOS ANGELES LAKERS,LOSS,832,3,5,3,3,0,0,0,2,0,0,0,2,2,4.5,2019-03-12
Wayne Selden,10158,seldewa01,CHICAGO BULLS,AWAY,LOS ANGELES CLIPPERS,LOSS,1358,5,9,1,2,3,3,0,5,4,0,0,1,3,11.8,2019-03-15
Wayne Selden,10540,seldewa01,CHICAGO BULLS,AWAY,SACRAMENTO KINGS,LOSS,1458,2,7,1,4,4,6,0,3,1,0,1,1,2,4.6,2019-03-17
Wayne Selden,10733,seldewa01,CHICAGO BULLS,AWAY,PHOENIX SUNS,WIN,1184,3,7,0,2,1,2,0,2,2,1,0,0,4,4.3,2019-03-18
Wayne Selden,11088,seldewa01,CHICAGO BULLS,HOME,WASHINGTON WIZARDS,WIN,1205,2,10,0,1,1,1,2,2,2,1,0,3,1,-0.2,2019-03-20
Wayne Selden,11514,seldewa01,CHICAGO BULLS,HOME,UTAH JAZZ,LOSS,1369,4,11,0,2,1,3,1,4,1,0,0,3,1,1.3,2019-03-23
Wayne Selden,11856,seldewa01,CHICAGO BULLS,AWAY,TORONTO RAPTORS,LOSS,2404,8,15,2,5,2,2,0,2,2,3,0,4,3,12.5,2019-03-26
Wayne Selden,12062,seldewa01,CHICAGO BULLS,HOME,PORTLAND TRAIL BLAZERS,LOSS,2032,5,15,1,4,0,0,3,9,4,1,0,2,3,7.9,2019-03-27
Wayne Selden,12578,seldewa01,CHICAGO BULLS,HOME,TORONTO RAPTORS,LOSS,1211,4,10,1,3,0,0,0,2,0,1,0,3,1,1.8,2019-03-30
Wendell Carter,298,cartewe01,CHICAGO BULLS,HOME,ORLANDO MAGIC,LOSS,808,0,5,0,0,0,0,0,1,0,0,0,1,3,-5.4,2019-01-02
Wendell Carter,378,cartewe01,CHICAGO BULLS,HOME,INDIANA PACERS,LOSS,2550,6,9,0,1,3,4,4,4,3,3,1,0,1,20.1,2019-01-04
Wendell Carter,822,cartewe01,CHICAGO BULLS,HOME,BROOKLYN NETS,LOSS,1355,2,5,0,1,2,2,1,7,1,1,1,1,4,5.9,2019-01-06
Wendell Carter,1250,cartewe01,CHICAGO BULLS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1714,7,9,1,1,7,7,2,4,1,0,0,0,2,21.0,2019-01-09
Wendell Carter,1709,cartewe01,CHICAGO BULLS,AWAY,GOLDEN STATE WARRIORS,LOSS,1036,2,5,0,0,0,0,2,3,1,1,0,2,4,1.7,2019-01-11
Wendell Carter,1827,cartewe01,CHICAGO BULLS,AWAY,UTAH JAZZ,LOSS,1790,3,9,0,1,1,2,3,6,2,1,1,0,4,6.9,2019-01-12
Wendell Carter,2267,cartewe01,CHICAGO BULLS,AWAY,LOS ANGELES LAKERS,LOSS,1701,3,9,0,1,0,0,2,8,2,1,1,3,3,3.6,2019-01-15
Wesley Iwundu,231,iwundwe01,ORLANDO MAGIC,AWAY,CHICAGO BULLS,WIN,1280,1,2,0,1,4,4,0,2,1,0,0,1,2,4.5,2019-01-02
Wesley Iwundu,490,iwundwe01,ORLANDO MAGIC,AWAY,MINNESOTA TIMBERWOLVES,LOSS,896,2,4,0,0,2,2,0,3,1,1,0,0,2,5.8,2019-01-04
Wesley Iwundu,830,iwundwe01,ORLANDO MAGIC,AWAY,LOS ANGELES CLIPPERS,LOSS,1167,3,6,1,3,1,2,0,3,1,0,0,0,3,5.0,2019-01-06
Wesley Iwundu,1001,iwundwe01,ORLANDO MAGIC,AWAY,SACRAMENTO KINGS,LOSS,1589,4,10,0,1,3,4,0,5,1,0,0,2,1,5.0,2019-01-07
Wesley Iwundu,1430,iwundwe01,ORLANDO MAGIC,AWAY,UTAH JAZZ,LOSS,956,0,2,0,1,0,0,0,2,1,1,1,1,1,0.2,2019-01-09
Wesley Iwundu,1904,iwundwe01,ORLANDO MAGIC,HOME,BOSTON CELTICS,WIN,771,0,1,0,0,0,0,0,1,0,0,0,1,2,-2.2,2019-01-12
Wesley Iwundu,1983,iwundwe01,ORLANDO MAGIC,HOME,HOUSTON ROCKETS,WIN,883,2,8,0,1,4,5,3,1,0,1,1,0,2,6.1,2019-01-13
Wesley Iwundu,2417,iwundwe01,ORLANDO MAGIC,AWAY,DETROIT PISTONS,LOSS,1026,2,3,0,1,1,2,0,1,1,1,1,0,1,5.6,2019-01-16
Wesley Iwundu,2707,iwundwe01,ORLANDO MAGIC,HOME,BROOKLYN NETS,LOSS,824,2,3,1,1,1,1,0,1,1,1,0,1,3,4.5,2019-01-18
Wesley Iwundu,2954,iwundwe01,ORLANDO MAGIC,HOME,MILWAUKEE BUCKS,LOSS,965,0,2,0,0,0,0,1,3,1,0,0,0,1,0.5,2019-01-19
Wesley Iwundu,3216,iwundwe01,ORLANDO MAGIC,AWAY,ATLANTA HAWKS,WIN,723,0,0,0,0,0,0,0,5,1,1,1,0,2,3.1,2019-01-21
Wesley Iwundu,4648,iwundwe01,ORLANDO MAGIC,HOME,INDIANA PACERS,WIN,983,3,4,1,1,0,0,1,2,1,0,1,1,2,6.3,2019-01-31
Wesley Iwundu,4928,iwundwe01,ORLANDO MAGIC,HOME,BROOKLYN NETS,WIN,1102,4,8,1,1,1,1,1,5,0,1,0,0,4,7.6,2019-02-02
Wesley Iwundu,5363,iwundwe01,ORLANDO MAGIC,AWAY,OKLAHOMA CITY THUNDER,LOSS,1098,1,2,0,0,4,5,1,2,0,0,1,1,3,4.4,2019-02-05
Wesley Iwundu,5658,iwundwe01,ORLANDO MAGIC,HOME,MINNESOTA TIMBERWOLVES,WIN,1089,2,4,1,2,1,3,1,0,1,0,1,1,3,3.1,2019-02-07
Wesley Iwundu,6007,iwundwe01,ORLANDO MAGIC,AWAY,MILWAUKEE BUCKS,WIN,1240,1,5,1,3,0,0,0,5,2,2,0,0,4,3.2,2019-02-09
Wesley Iwundu,6104,iwundwe01,ORLANDO MAGIC,AWAY,ATLANTA HAWKS,WIN,1106,3,5,0,0,4,4,3,4,2,0,1,1,3,10.9,2019-02-10
Wesley Iwundu,6415,iwundwe01,ORLANDO MAGIC,AWAY,NEW ORLEANS PELICANS,WIN,1036,3,6,2,3,0,0,1,2,1,2,2,2,4,6.8,2019-02-12
Wesley Iwundu,6715,iwundwe01,ORLANDO MAGIC,HOME,CHARLOTTE HORNETS,WIN,1235,2,2,2,2,5,6,0,3,1,0,1,1,0,11.3,2019-02-14
Wesley Iwundu,7036,iwundwe01,ORLANDO MAGIC,HOME,CHICAGO BULLS,LOSS,1157,1,1,0,0,0,0,0,3,0,0,0,1,2,0.8,2019-02-22
Wesley Iwundu,7357,iwundwe01,ORLANDO MAGIC,AWAY,TORONTO RAPTORS,WIN,1339,2,5,0,3,1,2,1,2,1,0,2,0,1,4.9,2019-02-24
Wesley Iwundu,7671,iwundwe01,ORLANDO MAGIC,AWAY,NEW YORK KNICKS,LOSS,1392,1,5,0,2,0,0,1,4,2,0,0,0,2,1.4,2019-02-26
Wesley Iwundu,8000,iwundwe01,ORLANDO MAGIC,HOME,GOLDEN STATE WARRIORS,WIN,1588,1,3,0,1,2,2,1,3,2,0,0,2,0,3.3,2019-02-28
Wesley Iwundu,8315,iwundwe01,ORLANDO MAGIC,AWAY,INDIANA PACERS,WIN,1045,2,5,0,0,0,0,0,3,1,0,0,0,2,2.1,2019-03-02
Wesley Iwundu,8484,iwundwe01,ORLANDO MAGIC,AWAY,CLEVELAND CAVALIERS,LOSS,809,2,3,0,0,0,0,0,1,1,0,0,0,1,3.3,2019-03-03
Wesley Iwundu,8797,iwundwe01,ORLANDO MAGIC,AWAY,PHILADELPHIA 76ERS,LOSS,1227,0,5,0,1,0,0,0,6,3,0,0,3,3,-3.8,2019-03-05
Wesley Iwundu,9177,iwundwe01,ORLANDO MAGIC,HOME,DALLAS MAVERICKS,WIN,1249,2,5,0,1,0,0,1,5,3,0,0,1,2,3.8,2019-03-08
Wesley Iwundu,9476,iwundwe01,ORLANDO MAGIC,AWAY,MEMPHIS GRIZZLIES,LOSS,1890,0,4,0,1,7,8,0,7,2,1,0,1,4,5.7,2019-03-10
Wesley Iwundu,9920,iwundwe01,ORLANDO MAGIC,AWAY,WASHINGTON WIZARDS,LOSS,1289,1,2,0,0,0,0,0,2,4,1,0,1,1,4.0,2019-03-13
Wesley Iwundu,10076,iwundwe01,ORLANDO MAGIC,HOME,CLEVELAND CAVALIERS,WIN,1258,0,0,0,0,0,0,0,3,2,0,0,0,2,1.5,2019-03-14
Wesley Iwundu,10457,iwundwe01,ORLANDO MAGIC,HOME,ATLANTA HAWKS,WIN,1534,3,7,2,4,6,8,4,3,0,1,2,0,0,15.6,2019-03-17
Wesley Iwundu,11069,iwundwe01,ORLANDO MAGIC,HOME,NEW ORLEANS PELICANS,WIN,1357,2,6,0,1,0,0,1,0,0,3,0,2,2,1.5,2019-03-20
Wesley Iwundu,11332,iwundwe01,ORLANDO MAGIC,HOME,MEMPHIS GRIZZLIES,WIN,736,0,2,0,0,2,2,0,3,1,0,0,0,1,1.8,2019-03-22
Wesley Iwundu,11796,iwundwe01,ORLANDO MAGIC,HOME,PHILADELPHIA 76ERS,WIN,1166,0,4,0,2,2,2,1,2,0,0,0,0,2,-0.3,2019-03-25
Wesley Iwundu,11999,iwundwe01,ORLANDO MAGIC,AWAY,MIAMI HEAT,WIN,929,0,1,0,0,0,0,1,1,0,0,0,0,4,-1.3,2019-03-26
Wesley Iwundu,12180,iwundwe01,ORLANDO MAGIC,AWAY,DETROIT PISTONS,LOSS,1160,2,2,2,2,2,2,0,2,1,0,0,0,0,8.7,2019-03-28
Wesley Iwundu,12506,iwundwe01,ORLANDO MAGIC,AWAY,INDIANA PACERS,WIN,1181,4,5,1,1,0,0,0,2,2,0,0,0,1,8.7,2019-03-30
Wesley Johnson,4365,johnswe01,NEW ORLEANS PELICANS,AWAY,HOUSTON ROCKETS,WIN,262,2,4,0,1,1,3,0,0,0,1,0,0,1,2.8,2019-01-29
Wesley Johnson,5042,johnswe01,NEW ORLEANS PELICANS,AWAY,SAN ANTONIO SPURS,LOSS,189,0,2,0,1,0,0,0,0,0,1,0,0,0,-0.4,2019-02-02
Wesley Johnson,5858,johnswe01,WASHINGTON WIZARDS,HOME,CLEVELAND CAVALIERS,WIN,876,1,3,0,2,0,0,0,1,0,0,1,2,1,-1.1,2019-02-08
Wesley Johnson,5919,johnswe01,WASHINGTON WIZARDS,AWAY,CHICAGO BULLS,WIN,1197,5,6,3,4,1,2,0,1,1,0,1,0,2,12.3,2019-02-09
Wesley Johnson,6266,johnswe01,WASHINGTON WIZARDS,AWAY,DETROIT PISTONS,LOSS,1491,2,5,1,3,1,1,1,2,2,1,1,0,3,6.5,2019-02-11
Wesley Johnson,6680,johnswe01,WASHINGTON WIZARDS,AWAY,TORONTO RAPTORS,LOSS,1147,0,2,0,2,1,2,1,2,1,1,0,1,4,-0.4,2019-02-13
Wesley Johnson,7066,johnswe01,WASHINGTON WIZARDS,AWAY,CHARLOTTE HORNETS,LOSS,817,0,5,0,2,0,0,0,4,1,0,1,2,2,-3.7,2019-02-22
Wesley Johnson,7299,johnswe01,WASHINGTON WIZARDS,HOME,INDIANA PACERS,LOSS,932,0,3,0,3,1,2,0,0,1,0,0,0,0,-0.8,2019-02-23
Wesley Johnson,7867,johnswe01,WASHINGTON WIZARDS,AWAY,BROOKLYN NETS,WIN,851,1,3,1,3,0,0,0,2,0,0,0,0,1,1.5,2019-02-27
Wesley Johnson,8167,johnswe01,WASHINGTON WIZARDS,AWAY,BOSTON CELTICS,LOSS,512,1,5,1,4,0,0,0,0,1,0,0,1,2,-1.2,2019-03-01
Wesley Johnson,8521,johnswe01,WASHINGTON WIZARDS,HOME,MINNESOTA TIMBERWOLVES,WIN,302,0,3,0,2,0,0,0,0,0,0,0,0,0,-2.1,2019-03-03
Wesley Johnson,11089,johnswe01,WASHINGTON WIZARDS,AWAY,CHICAGO BULLS,LOSS,542,0,2,0,1,0,0,0,2,0,0,0,0,0,-0.8,2019-03-20
Wesley Johnson,11196,johnswe01,WASHINGTON WIZARDS,HOME,DENVER NUGGETS,LOSS,399,0,1,0,0,3,3,0,1,0,0,0,0,1,2.2,2019-03-21
Wesley Johnson,12750,johnswe01,WASHINGTON WIZARDS,AWAY,DENVER NUGGETS,WIN,335,0,2,0,0,0,0,0,1,0,0,1,0,2,-1.2,2019-03-31
Wesley Matthews,168,matthwe02,DALLAS MAVERICKS,AWAY,CHARLOTTE HORNETS,WIN,1524,3,7,1,5,4,4,0,3,1,0,1,0,1,9.2,2019-01-02
Wesley Matthews,465,matthwe02,DALLAS MAVERICKS,AWAY,BOSTON CELTICS,LOSS,1808,4,7,2,4,1,2,1,2,2,1,0,3,1,7.6,2019-01-04
Wesley Matthews,623,matthwe02,DALLAS MAVERICKS,AWAY,PHILADELPHIA 76ERS,LOSS,1442,7,11,4,7,0,0,1,1,0,0,0,0,5,12.1,2019-01-05
Wesley Matthews,1056,matthwe02,DALLAS MAVERICKS,HOME,LOS ANGELES LAKERS,LOSS,1893,2,8,1,6,0,0,0,2,2,1,0,3,2,-0.6,2019-01-07
Wesley Matthews,1265,matthwe02,DALLAS MAVERICKS,HOME,PHOENIX SUNS,WIN,1712,4,5,2,2,4,4,0,2,5,0,0,0,0,16.2,2019-01-09
Wesley Matthews,1735,matthwe02,DALLAS MAVERICKS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1387,2,10,0,4,0,0,0,0,4,0,0,1,1,-0.8,2019-01-11
Wesley Matthews,1999,matthwe02,DALLAS MAVERICKS,HOME,GOLDEN STATE WARRIORS,LOSS,1408,3,11,2,6,0,0,1,1,5,0,1,2,1,4.3,2019-01-13
Wesley Matthews,2407,matthwe02,DALLAS MAVERICKS,HOME,SAN ANTONIO SPURS,LOSS,1988,5,12,3,7,0,0,1,2,3,0,0,3,0,7.0,2019-01-16
Wesley Matthews,2861,matthwe02,DALLAS MAVERICKS,AWAY,INDIANA PACERS,LOSS,1750,6,12,3,8,2,2,0,3,2,0,0,4,3,8.1,2019-01-19
Wesley Matthews,3081,matthwe02,DALLAS MAVERICKS,AWAY,MILWAUKEE BUCKS,LOSS,1864,6,14,3,8,0,0,0,3,3,3,4,0,1,16.0,2019-01-21
Wesley Matthews,3349,matthwe02,DALLAS MAVERICKS,HOME,LOS ANGELES CLIPPERS,WIN,1972,3,9,1,4,2,5,0,1,1,0,0,0,2,2.9,2019-01-22
Wesley Matthews,3855,matthwe02,DALLAS MAVERICKS,HOME,DETROIT PISTONS,WIN,886,0,4,0,3,0,0,0,1,0,0,0,0,1,-2.9,2019-01-25
Wesley Matthews,4092,matthwe02,DALLAS MAVERICKS,HOME,TORONTO RAPTORS,LOSS,2129,3,9,2,8,4,5,0,2,0,0,0,1,5,4.1,2019-01-27
Wesley Matthews,4434,matthwe02,DALLAS MAVERICKS,AWAY,NEW YORK KNICKS,WIN,1578,6,11,5,9,0,0,0,2,1,0,0,0,2,12.2,2019-01-30
Wesley Matthews,5133,matthwe02,NEW YORK KNICKS,HOME,MEMPHIS GRIZZLIES,LOSS,1707,2,8,1,7,0,0,0,1,0,0,0,2,1,-1.9,2019-02-03
Wesley Matthews,5339,matthwe02,NEW YORK KNICKS,HOME,DETROIT PISTONS,LOSS,1525,2,11,1,3,4,5,1,1,5,1,1,0,1,7.5,2019-02-05
Wesley Matthews,6303,matthwe02,INDIANA PACERS,HOME,CHARLOTTE HORNETS,WIN,1776,2,10,2,7,2,2,1,4,3,0,0,1,4,3.2,2019-02-11
Wesley Matthews,6596,matthwe02,INDIANA PACERS,HOME,MILWAUKEE BUCKS,LOSS,1880,2,6,1,3,3,3,0,3,2,1,0,0,3,6.7,2019-02-13
Wesley Matthews,6927,matthwe02,INDIANA PACERS,HOME,NEW ORLEANS PELICANS,WIN,1773,7,14,6,11,4,5,0,2,0,0,0,2,3,14.0,2019-02-22
Wesley Matthews,7151,matthwe02,INDIANA PACERS,AWAY,WASHINGTON WIZARDS,WIN,2058,5,9,2,6,2,2,0,1,3,2,0,1,3,11.9,2019-02-23
Wesley Matthews,7458,matthwe02,INDIANA PACERS,AWAY,DETROIT PISTONS,LOSS,1791,4,9,4,7,2,2,0,1,2,1,1,1,2,10.9,2019-02-25
Wesley Matthews,7767,matthwe02,INDIANA PACERS,AWAY,DALLAS MAVERICKS,LOSS,2223,6,13,4,10,4,4,0,3,1,1,0,3,4,11.3,2019-02-27
Wesley Matthews,7968,matthwe02,INDIANA PACERS,HOME,MINNESOTA TIMBERWOLVES,WIN,2064,3,9,3,6,3,3,0,1,2,2,0,2,1,8.2,2019-02-28
Wesley Matthews,8238,matthwe02,INDIANA PACERS,HOME,ORLANDO MAGIC,LOSS,1895,3,8,2,7,4,4,0,5,4,1,0,1,4,10.3,2019-03-02
Wesley Matthews,8734,matthwe02,INDIANA PACERS,HOME,CHICAGO BULLS,WIN,2013,4,10,2,8,0,0,0,3,4,1,0,2,2,6.5,2019-03-05
Wesley Matthews,9020,matthwe02,INDIANA PACERS,AWAY,MILWAUKEE BUCKS,LOSS,2044,3,9,2,4,2,4,1,2,2,2,0,1,3,6.6,2019-03-07
Wesley Matthews,9527,matthwe02,INDIANA PACERS,AWAY,PHILADELPHIA 76ERS,LOSS,2355,2,7,0,4,1,2,0,4,1,1,0,1,4,0.8,2019-03-10
Wesley Matthews,9749,matthwe02,INDIANA PACERS,HOME,NEW YORK KNICKS,WIN,2218,4,8,1,4,5,5,0,2,1,0,0,1,1,9.9,2019-03-12
Wesley Matthews,10017,matthwe02,INDIANA PACERS,HOME,OKLAHOMA CITY THUNDER,WIN,2146,6,15,4,7,0,0,2,5,2,2,0,4,2,9.4,2019-03-14
Wesley Matthews,10363,matthwe02,INDIANA PACERS,AWAY,DENVER NUGGETS,LOSS,1943,2,5,2,5,1,2,0,5,5,0,1,2,3,6.4,2019-03-16
Wesley Matthews,10639,matthwe02,INDIANA PACERS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1828,4,8,3,5,3,4,2,2,2,0,1,0,1,13.3,2019-03-18
Wesley Matthews,10843,matthwe02,INDIANA PACERS,AWAY,LOS ANGELES CLIPPERS,LOSS,1839,5,12,0,4,2,2,1,1,4,1,0,1,3,8.2,2019-03-19
Wesley Matthews,11224,matthwe02,INDIANA PACERS,AWAY,GOLDEN STATE WARRIORS,LOSS,1590,1,9,0,4,1,1,1,3,1,0,0,1,2,-2.4,2019-03-21
Wesley Matthews,11632,matthwe02,INDIANA PACERS,HOME,DENVER NUGGETS,WIN,1749,3,7,2,4,0,0,0,0,5,0,0,0,1,7.4,2019-03-24
Wesley Matthews,12089,matthwe02,INDIANA PACERS,AWAY,OKLAHOMA CITY THUNDER,LOSS,1919,4,15,2,10,0,0,1,2,3,1,1,1,5,3.2,2019-03-27
Wesley Matthews,12391,matthwe02,INDIANA PACERS,AWAY,BOSTON CELTICS,LOSS,1646,1,5,0,1,2,2,1,1,2,2,0,2,0,3.3,2019-03-29
Wesley Matthews,12480,matthwe02,INDIANA PACERS,HOME,ORLANDO MAGIC,LOSS,1986,5,9,3,4,0,1,1,1,4,1,0,1,2,11.3,2019-03-30
Will Barton,1871,bartowi01,DENVER NUGGETS,AWAY,PHOENIX SUNS,LOSS,954,2,10,1,3,1,2,1,4,3,0,0,1,2,1.6,2019-01-12
Will Barton,2020,bartowi01,DENVER NUGGETS,HOME,PORTLAND TRAIL BLAZERS,WIN,848,2,6,1,2,2,2,0,0,0,0,0,1,3,1.4,2019-01-13
Will Barton,2230,bartowi01,DENVER NUGGETS,HOME,GOLDEN STATE WARRIORS,LOSS,1380,3,11,3,6,2,2,3,5,4,0,1,2,2,8.8,2019-01-15
Will Barton,2951,bartowi01,DENVER NUGGETS,HOME,CLEVELAND CAVALIERS,WIN,1267,2,7,1,5,0,0,0,1,3,0,0,1,4,0.7,2019-01-19
Will Barton,3396,bartowi01,DENVER NUGGETS,AWAY,UTAH JAZZ,LOSS,1779,8,13,4,5,2,2,3,6,5,1,1,3,4,20.6,2019-01-23
Will Barton,3703,bartowi01,DENVER NUGGETS,HOME,PHOENIX SUNS,WIN,1575,5,11,1,5,3,3,2,3,5,0,1,1,2,13.0,2019-01-25
Will Barton,3896,bartowi01,DENVER NUGGETS,HOME,PHILADELPHIA 76ERS,WIN,1545,6,11,1,3,3,6,0,4,1,0,0,0,2,10.6,2019-01-26
Will Barton,4171,bartowi01,DENVER NUGGETS,AWAY,MEMPHIS GRIZZLIES,WIN,2144,9,15,2,6,0,0,2,3,2,1,0,2,1,15.4,2019-01-28
Will Barton,4529,bartowi01,DENVER NUGGETS,AWAY,NEW ORLEANS PELICANS,WIN,1562,3,9,0,3,2,3,0,3,2,0,1,1,3,3.3,2019-01-30
Will Barton,4754,bartowi01,DENVER NUGGETS,HOME,HOUSTON ROCKETS,WIN,1452,3,7,1,3,0,0,1,3,6,0,1,2,1,7.4,2019-02-01
Will Barton,4891,bartowi01,DENVER NUGGETS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1885,7,17,3,9,3,4,0,3,1,0,0,1,0,11.1,2019-02-02
Will Barton,5188,bartowi01,DENVER NUGGETS,AWAY,DETROIT PISTONS,LOSS,1792,3,9,1,2,3,4,0,3,7,1,1,3,0,9.0,2019-02-04
Will Barton,5547,bartowi01,DENVER NUGGETS,AWAY,BROOKLYN NETS,LOSS,1164,1,6,1,4,0,0,1,2,3,0,1,1,2,1.5,2019-02-06
Will Barton,5756,bartowi01,DENVER NUGGETS,AWAY,PHILADELPHIA 76ERS,LOSS,2294,6,16,0,1,2,2,2,6,7,0,0,2,4,9.7,2019-02-08
Will Barton,6252,bartowi01,DENVER NUGGETS,HOME,MIAMI HEAT,WIN,1937,3,12,2,7,0,0,2,4,5,1,1,0,1,8.2,2019-02-11
Will Barton,6616,bartowi01,DENVER NUGGETS,HOME,SACRAMENTO KINGS,WIN,1897,4,12,1,5,4,5,0,3,2,0,0,3,0,5.1,2019-02-13
Will Barton,6949,bartowi01,DENVER NUGGETS,AWAY,DALLAS MAVERICKS,WIN,1675,4,8,2,3,0,0,0,4,4,2,0,0,2,11.2,2019-02-22
Will Barton,7383,bartowi01,DENVER NUGGETS,HOME,LOS ANGELES CLIPPERS,WIN,1466,1,6,1,4,0,0,0,3,2,0,0,2,2,-1.3,2019-02-24
Will Barton,7625,bartowi01,DENVER NUGGETS,HOME,OKLAHOMA CITY THUNDER,WIN,1976,9,16,1,4,4,4,1,2,5,0,0,1,5,17.2,2019-02-26
Will Barton,7920,bartowi01,DENVER NUGGETS,HOME,UTAH JAZZ,LOSS,2253,7,16,1,2,6,6,2,11,3,1,2,1,3,19.6,2019-02-28
Will Barton,8299,bartowi01,DENVER NUGGETS,HOME,NEW ORLEANS PELICANS,LOSS,1926,3,11,2,6,0,0,1,7,3,1,1,4,1,3.7,2019-03-02
Will Barton,8594,bartowi01,DENVER NUGGETS,AWAY,SAN ANTONIO SPURS,LOSS,1934,5,10,2,6,0,0,0,6,1,0,1,2,1,7.8,2019-03-04
Will Barton,8819,bartowi01,DENVER NUGGETS,AWAY,LOS ANGELES LAKERS,WIN,1981,8,16,5,11,2,3,1,3,5,0,1,1,1,19.0,2019-03-06
Will Barton,9221,bartowi01,DENVER NUGGETS,AWAY,GOLDEN STATE WARRIORS,LOSS,1543,2,11,1,4,0,0,1,8,0,2,0,3,1,-0.2,2019-03-08
Will Barton,9783,bartowi01,DENVER NUGGETS,HOME,MINNESOTA TIMBERWOLVES,WIN,1885,2,9,0,3,2,2,0,5,5,1,0,2,0,4.5,2019-03-12
Will Barton,10021,bartowi01,DENVER NUGGETS,HOME,DALLAS MAVERICKS,WIN,1625,4,9,1,4,2,3,0,2,1,1,2,0,3,8.4,2019-03-14
Will Barton,10285,bartowi01,DENVER NUGGETS,HOME,INDIANA PACERS,WIN,2092,5,10,4,9,3,4,1,5,5,2,0,1,2,17.5,2019-03-16
Will Barton,10678,bartowi01,DENVER NUGGETS,AWAY,BOSTON CELTICS,WIN,1912,9,17,2,7,0,0,0,4,2,0,0,5,2,8.5,2019-03-18
Will Barton,11163,bartowi01,DENVER NUGGETS,AWAY,WASHINGTON WIZARDS,WIN,1191,5,10,1,3,2,2,1,3,1,0,0,1,4,7.7,2019-03-21
Will Barton,11287,bartowi01,DENVER NUGGETS,AWAY,NEW YORK KNICKS,WIN,1896,4,13,2,6,2,2,1,7,2,1,1,1,1,9.0,2019-03-22
Will Barton,11644,bartowi01,DENVER NUGGETS,AWAY,INDIANA PACERS,LOSS,1446,6,13,3,5,0,0,2,1,1,0,0,4,3,5.5,2019-03-24
Will Barton,11930,bartowi01,DENVER NUGGETS,HOME,DETROIT PISTONS,WIN,1994,4,13,2,6,0,1,1,6,1,1,0,0,2,5.5,2019-03-26
Will Barton,12283,bartowi01,DENVER NUGGETS,AWAY,HOUSTON ROCKETS,LOSS,1723,1,6,0,2,0,0,0,1,4,0,0,1,2,-0.5,2019-03-28
Will Barton,12384,bartowi01,DENVER NUGGETS,AWAY,OKLAHOMA CITY THUNDER,WIN,1469,5,8,2,3,0,0,0,0,1,0,0,3,5,4.1,2019-03-29
Will Barton,12698,bartowi01,DENVER NUGGETS,HOME,WASHINGTON WIZARDS,LOSS,1759,4,15,2,10,0,1,0,4,4,0,2,1,1,4.7,2019-03-31
Willie Cauley-Stein,71,caulewi01,SACRAMENTO KINGS,HOME,PORTLAND TRAIL BLAZERS,LOSS,1954,2,14,0,0,1,2,5,6,3,1,0,0,1,3.6,2019-01-01
Willie Cauley-Stein,327,caulewi01,SACRAMENTO KINGS,HOME,DENVER NUGGETS,LOSS,1797,5,10,0,0,3,4,0,6,3,0,0,1,4,8.9,2019-01-03
Willie Cauley-Stein,602,caulewi01,SACRAMENTO KINGS,HOME,GOLDEN STATE WARRIORS,LOSS,1892,6,13,0,0,2,4,5,8,6,2,0,1,3,16.4,2019-01-05
Willie Cauley-Stein,970,caulewi01,SACRAMENTO KINGS,HOME,ORLANDO MAGIC,WIN,1061,5,11,0,0,1,2,2,9,2,0,0,2,2,7.6,2019-01-07
Willie Cauley-Stein,1096,caulewi01,SACRAMENTO KINGS,AWAY,PHOENIX SUNS,LOSS,1885,6,11,0,0,3,8,1,6,3,3,3,0,2,16.6,2019-01-08
Willie Cauley-Stein,1471,caulewi01,SACRAMENTO KINGS,HOME,DETROIT PISTONS,WIN,1503,5,10,0,0,4,6,5,9,5,0,2,3,4,14.7,2019-01-10
Willie Cauley-Stein,1775,caulewi01,SACRAMENTO KINGS,HOME,CHARLOTTE HORNETS,WIN,1905,6,11,0,0,0,0,4,8,4,2,1,1,5,14.4,2019-01-12
Willie Cauley-Stein,2082,caulewi01,SACRAMENTO KINGS,HOME,PORTLAND TRAIL BLAZERS,WIN,1761,4,10,0,0,4,4,2,6,3,2,0,3,1,10.5,2019-01-14
